Year,Team,Opponent,Team_Points,Opponent_Points
2009,louisiana-lafayette,middle-tennessee,76,83
2009,louisiana-lafayette,florida-atlantic,47,63
2009,louisiana-lafayette,florida-international,90,73
2009,louisiana-lafayette,north-texas,74,92
2009,louisiana-lafayette,louisiana-monroe,69,73
2009,louisiana-lafayette,arkansas-state,54,50
2009,louisiana-lafayette,denver,51,55
2009,louisiana-lafayette,new-orleans,76,60
2009,louisiana-lafayette,troy,67,81
2009,louisiana-lafayette,arkansas-little-rock,60,67
2009,louisiana-lafayette,florida-international,69,71
2009,louisiana-monroe,morehead-state,56,54
2009,louisiana-monroe,mississippi-state,49,78
2009,louisiana-monroe,mcneese-state,63,82
2009,louisiana-monroe,stephen-f-austin,60,58
2009,louisiana-monroe,tennessee-tech,70,108
2009,louisiana-monroe,auburn,55,78
2009,louisiana-monroe,louisiana-tech,57,69
2009,louisiana-monroe,mcneese-state,57,66
2009,louisiana-monroe,louisiana-lafayette,58,86
2009,louisiana-monroe,new-orleans,72,66
2009,louisiana-monroe,colorado,62,65
2009,louisiana-monroe,tennessee-tech,85,78
2009,louisiana-monroe,arkansas-little-rock,87,95
2009,louisiana-monroe,south-alabama,57,90
2009,louisiana-monroe,denver,47,58
2009,louisiana-monroe,arkansas-state,62,65
2009,louisiana-monroe,troy,70,71
2009,louisiana-monroe,florida-atlantic,94,88
2009,louisiana-monroe,florida-international,81,64
2009,louisiana-monroe,middle-tennessee,54,77
2009,louisiana-monroe,western-kentucky,55,64
2009,louisiana-monroe,new-orleans,61,56
2009,louisiana-monroe,louisiana-lafayette,73,69
2009,louisiana-monroe,arkansas-little-rock,61,70
2009,louisiana-monroe,north-texas,80,95
2009,louisiana-monroe,south-alabama,60,67
2009,louisiana-monroe,denver,57,66
2009,louisiana-monroe,arkansas-state,64,63
2009,louisiana-monroe,denver,57,66
2009,louisville,morehead-state,79,41
2009,louisville,south-alabama,81,54
2009,louisville,western-kentucky,54,68
2009,louisville,indiana-state,83,43
2009,louisville,ohio,91,56
2009,louisville,lamar,78,56
2009,louisville,austin-peay,94,75
2009,louisville,mississippi,77,68
2009,louisville,minnesota,64,70
2009,louisville,alabama-birmingham,82,62
2009,louisville,nevada-las-vegas,55,56
2009,louisville,kentucky,74,71
2009,louisville,south-florida,71,57
2009,louisville,villanova,61,60
2009,louisville,notre-dame,87,73
2009,louisville,pittsburgh,69,63
2009,louisville,rutgers,78,59
2009,louisville,syracuse,67,57
2009,louisville,south-florida,80,54
2009,louisville,west-virginia,69,63
2009,louisville,connecticut,51,68
2009,louisville,st-johns-ny,60,47
2009,louisville,notre-dame,57,90
2009,louisville,depaul,99,54
2009,louisville,providence,94,76
2009,louisville,cincinnati,72,63
2009,louisville,georgetown,76,58
2009,louisville,marquette,62,58
2009,louisville,seton-hall,95,78
2009,louisville,west-virginia,62,59
2009,louisville,providence,73,55
2009,louisville,villanova,69,55
2009,louisville,syracuse,76,66
2009,louisville,morehead-state,74,54
2009,louisville,siena,79,72
2009,louisville,arizona,103,64
2009,louisville,michigan-state,52,64
2009,loyola-il,georgia,74,53
2009,loyola-il,purdue,46,78
2009,loyola-il,western-michigan,54,51
2009,loyola-il,cornell,53,78
2009,loyola-il,st-johns-ny,54,73
2009,loyola-il,holy-cross,58,53
2009,loyola-il,william-mary,64,61
2009,loyola-il,illinois-chicago,69,83
2009,loyola-il,missouri-kansas-city,52,47
2009,loyola-il,northern-illinois,72,62
2009,loyola-il,alcorn-state,88,53
2009,loyola-il,milwaukee,66,80
2009,loyola-il,green-bay,62,60
2009,loyola-il,cleveland-state,50,76
2009,loyola-il,youngstown-state,68,57
2009,loyola-il,butler,55,78
2009,loyola-il,valparaiso,71,56
2009,loyola-il,wright-state,47,68
2009,loyola-il,detroit-mercy,72,66
2009,loyola-il,milwaukee,58,72
2009,loyola-il,green-bay,68,87
2009,loyola-il,youngstown-state,49,60
2009,loyola-il,cleveland-state,70,83
2009,loyola-il,wright-state,52,64
2009,loyola-il,valparaiso,47,71
2009,loyola-il,butler,71,67
2009,loyola-il,detroit-mercy,67,41
2009,loyola-il,bradley,75,86
2009,loyola-il,illinois-chicago,58,62
2009,loyola-il,milwaukee,68,77
2009,loyola-md,mount-st-marys,76,84
2009,loyola-md,tennessee-state,73,70
2009,loyola-md,boston-college,57,90
2009,loyola-md,cornell,72,82
2009,loyola-md,james-madison,64,54
2009,loyola-md,davidson,48,78
2009,loyola-md,vermont,62,64
2009,loyola-md,siena,68,75
2009,loyola-md,niagara,75,91
2009,loyola-md,coppin-state,73,70
2009,loyola-md,california-davis,95,89
2009,loyola-md,north-carolina-state,60,62
2009,loyola-md,duke,51,92
2009,loyola-md,canisius,86,62
2009,loyola-md,niagara,70,82
2009,loyola-md,fairfield,60,63
2009,loyola-md,saint-peters,59,61
2009,loyola-md,manhattan,58,54
2009,loyola-md,marist,83,73
2009,loyola-md,saint-peters,57,56
2009,loyola-md,marist,73,72
2009,loyola-md,rider,75,61
2009,loyola-md,fairfield,54,68
2009,loyola-md,manhattan,65,72
2009,loyola-md,siena,60,73
2009,loyola-md,iona,65,77
2009,loyola-md,canisius,67,69
2009,loyola-md,drexel,58,74
2009,loyola-md,rider,75,77
2009,loyola-md,iona,70,63
2009,loyola-md,canisius,68,74
2009,loyola-marymount,milwaukee,51,75
2009,loyola-marymount,iowa-state,55,67
2009,loyola-marymount,california-davis,55,64
2009,loyola-marymount,notre-dame,54,65
2009,loyola-marymount,wagner,51,72
2009,loyola-marymount,arkansas-little-rock,59,67
2009,loyola-marymount,arizona,57,84
2009,loyola-marymount,wyoming,55,62
2009,loyola-marymount,california-santa-barbara,61,81
2009,loyola-marymount,california-riverside,52,59
2009,loyola-marymount,ucla,44,75
2009,loyola-marymount,tulsa,45,79
2009,loyola-marymount,mercer,52,75
2009,loyola-marymount,new-mexico-state,62,104
2009,loyola-marymount,pepperdine,57,59
2009,loyola-marymount,saint-marys-ca,53,78
2009,loyola-marymount,san-diego,59,70
2009,loyola-marymount,portland,59,75
